gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,best_gwas_p,largest_weight
ENSG00000185905.3,C16orf54,0.5161345601081848,NA,0.6057604315745698,5.669453315997412e-06,NA,NA,NA,1,1,1,0.6057604315745698,0.0139835231276029
ENSG00000081692.12,JMJD4,0.51608806848526,NA,0.6057929008849472,0.0015884426581384266,NA,NA,NA,1,1,1,0.6057929008849472,0.0652079657151897
ENSG00000185838.13,GNB1L,-0.5157949300814395,NA,0.6059976439178589,0.06363411674376176,NA,NA,NA,4,4,4,0.22650630257224058,0.394759390611794
ENSG00000274331.1,RP11-403A3.1,0.5156861767555628,NA,0.6060736107434834,0.10282192712032936,NA,NA,NA,3,3,3,0.2031806536228209,1.17715885700921
ENSG00000164867.10,NOS3,0.5156360268592834,NA,0.6061086430930351,0.00806408695410268,NA,NA,NA,1,1,1,0.6061086430930351,0.222939802607651
ENSG00000176903.4,PNMA1,0.5155400037765504,NA,0.6061757228124434,0.0004094316038529722,NA,NA,NA,1,1,1,0.6061757228124435,0.0433745531292047
ENSG00000277791.4,PSMB3,0.5154972083543752,NA,0.6062056198700887,0.00850862989531982,NA,NA,NA,3,3,3,0.31138306098836066,0.13770065276463
ENSG00000125845.6,BMP2,0.5153037905693054,NA,0.6063407505551399,1.6910269974746252e-05,NA,NA,NA,1,1,1,0.6063407505551399,0.0113293784754976
ENSG00000169291.9,SHE,0.5151045322418213,NA,0.6064799758006836,0.0006207673418327532,NA,NA,NA,1,1,1,0.6064799758006836,0.0513449584181875
ENSG00000196588.14,MKL1,0.5149817466735841,NA,0.6065657753209734,0.00027490797168065956,NA,NA,NA,1,1,1,0.6065657753209737,0.0308308363636871
ENSG00000144362.11,PHOSPHO2,-0.5149580874671749,NA,0.6065823084131048,0.013543134115270902,NA,NA,NA,2,2,2,0.04651584508008714,0.181251931352988
ENSG00000138035.14,PNPT1,-0.5148850416348921,NA,0.606633354231127,0.006018261588149042,NA,NA,NA,3,3,3,0.25697022882105747,0.0837846889326138
ENSG00000260810.1,CTD-2547L24.4,0.5148053765296936,NA,0.6066890279117794,0.0007411486174846735,NA,NA,NA,1,1,1,0.6066890279117794,0.12998069697302803
ENSG00000162241.12,SLC25A45,0.5147973895072937,NA,0.6066946097404411,0.002105532030577879,NA,NA,NA,1,1,1,0.6066946097404411,0.0904160241405058
ENSG00000272076.1,RP11-11C20.3,-0.5145674347877502,NA,0.6068553262609764,0.0012730951131389066,NA,NA,NA,1,1,1,0.6068553262609764,0.0821941719433492
ENSG00000086205.16,FOLH1,0.5144631402143336,NA,0.6069282245368769,0.06140292035027792,NA,NA,NA,3,3,3,0.12558135204611806,0.283215143329799
ENSG00000198331.10,HYLS1,-0.5143317841135661,NA,0.6070200434437818,0.0025260027796423436,NA,NA,NA,2,2,2,0.3935962156879168,0.0842801029737989
ENSG00000148344.10,PTGES,0.514244022472338,NA,0.6070813929511027,0.0007955180026550069,NA,NA,NA,2,2,2,0.5775135958134834,0.0561771526008334
ENSG00000178719.16,GRINA,0.5142223238945007,NA,0.6070965617026135,0.00024358192819610807,NA,NA,NA,1,1,1,0.6070965617026135,0.0783584815766054
ENSG00000088035.15,ALG6,-0.5137229110477909,NA,0.6074457313206688,0.009564765845991065,NA,NA,NA,2,2,2,0.5231454774825652,0.166866159132213
ENSG00000170296.9,GABARAP,-0.5135478973244746,NA,0.60756811516517,0.0008066423919169228,NA,NA,NA,2,2,2,0.1697752426258181,0.0457032599187964
ENSG00000186994.11,KANK3,-0.5134656429290771,NA,0.6076256379353973,0.00298456698174183,NA,NA,NA,1,1,1,0.6076256379353973,0.093613648574134
ENSG00000125508.3,SRMS,-0.5134001970291137,NA,0.607671407796142,0.06591682595844708,NA,NA,NA,1,1,1,0.607671407796142,0.426748567642396
ENSG00000096872.15,IFT74,0.5132959889540459,NA,0.6077442893181801,0.07508969184726333,NA,NA,NA,2,2,2,0.4904707816626108,0.9901455158000401
ENSG00000174483.19,BBS1,-0.5130597352981567,NA,0.6079095359221194,0.0007177421241169797,NA,NA,NA,1,1,1,0.6079095359221194,0.0407491105783955
ENSG00000134308.13,YWHAQ,-0.5129069540109281,NA,0.6080164088024764,0.01239037128978715,NA,NA,NA,2,2,2,0.5111688022806935,0.158250799147784
ENSG00000224383.7,PRR29,0.5128997564315796,NA,0.608021443827466,0.021837964702639455,NA,NA,NA,1,1,1,0.608021443827466,0.21874990475590098
ENSG00000130876.11,SLC7A10,0.5127081557640458,NA,0.608155483798539,0.003122247385760327,NA,NA,NA,3,3,3,0.09734781307098342,0.0513192640519184
ENSG00000106302.9,HYAL4,0.5126487612724304,NA,0.6081970376634236,0.00185551586626437,NA,NA,NA,1,1,1,0.6081970376634236,0.0653310460499534
ENSG00000076248.10,UNG,0.5125910639762877,NA,0.6082374053396633,0.0024716591218795865,NA,NA,NA,1,1,1,0.6082374053396633,0.0743909228968824
ENSG00000166170.9,BAG5,0.5125051007013985,NA,0.6082975514062965,0.009401173968802554,NA,NA,NA,2,2,2,0.5583114550991543,0.11895505345222199
ENSG00000118276.11,B4GALT6,0.5124989551416809,NA,0.6083018513817189,0.017197472260954354,NA,NA,NA,2,2,2,0.5900833540511068,0.49588251014939705
ENSG00000145545.11,SRD5A1,-0.512387216091156,NA,0.6083800362349259,0.014786158197297603,NA,NA,NA,1,1,1,0.6083800362349259,0.18880750490982398
ENSG00000185304.14,RGPD2,0.51225483417511,NA,0.6084726708865114,0.008949968598420194,NA,NA,NA,1,3,3,0.6084726708865114,0.22944621996419198
ENSG00000227533.5,SLC2A1-AS1,0.5122450538366833,NA,0.6084795149575262,0.3565530336577578,NA,NA,NA,2,2,2,0.4650596030737024,0.7633656356431809
ENSG00000164690.7,SHH,-0.5122326016426085,NA,0.608488228785423,1.0451103633836781e-08,NA,NA,NA,1,1,1,0.608488228785423,0.000288009189791717
ENSG00000079805.16,DNM2,-0.5120205283164978,NA,0.6086366425277081,0.0023205564426405424,NA,NA,NA,1,1,1,0.6086366425277081,0.168987445516604
ENSG00000123636.17,BAZ2B,-0.5120115876197816,NA,0.6086428997849207,0.0002257576522943761,NA,NA,NA,1,1,1,0.6086428997849208,0.0851312224723276
ENSG00000165188.13,RNF183,0.5118637084960939,NA,0.6087463989739439,0.017638128666161684,NA,NA,NA,1,1,1,0.6087463989739441,0.20353928243957
ENSG00000261308.2,FIGNL2,0.5118588209152222,NA,0.6087498198789647,0.0057941538104255095,NA,NA,NA,1,1,1,0.6087498198789647,0.11618837498833802
ENSG00000213799.11,ZNF845,0.5116428136825562,NA,0.6089010157398247,0.00023781362536256858,NA,NA,NA,1,1,1,0.6089010157398247,0.022225636287112004
ENSG00000104067.16,TJP1,-0.5114661455154419,NA,0.6090246883538384,8.103690372906248e-06,NA,NA,NA,1,1,1,0.6090246883538384,0.0117422221389068
ENSG00000135617.3,PRADC1,0.5113863696322068,NA,0.6090805373461378,0.006654735141355458,NA,NA,NA,2,2,2,0.3595312591832749,0.09773582301419399
ENSG00000101109.11,STK4,0.5112802982330321,NA,0.6091547986645278,0.005149925197049192,NA,NA,NA,1,1,1,0.6091547986645278,0.0966841147988656
ENSG00000165325.13,DEUP1,0.5112607479095459,NA,0.6091684864204698,0.004683663717038419,NA,NA,NA,1,1,1,0.6091684864204698,0.10805302047636998
ENSG00000164379.6,FOXQ1,-0.5111722350120544,NA,0.609230458612718,0.001793835942531021,NA,NA,NA,1,1,1,0.609230458612718,0.0692073487745394
ENSG00000133069.15,TMCC2,-0.51116544008255,NA,0.6092352161898369,0.005925453749437163,NA,NA,NA,1,1,1,0.6092352161898369,0.12072548535504801
ENSG00000170549.3,IRX1,0.511044442653656,NA,0.6093199372159402,9.578377304325734e-05,NA,NA,NA,1,1,1,0.6093199372159402,0.016010190482319997
ENSG00000105695.14,MAG,0.5108031607094475,NA,0.6094888957328435,0.46033423011479263,NA,NA,NA,2,2,2,0.595213831785169,1.20462742290256
ENSG00000072415.8,MPP5,0.5107620659788658,NA,0.6095176745359194,0.001816948226202298,NA,NA,NA,2,2,2,0.11140342708092263,0.172790290378343
ENSG00000120699.12,EXOSC8,-0.5107198357582092,NA,0.6095472491565346,0.0033519232719597756,NA,NA,NA,1,1,1,0.6095472491565346,0.0823358655716059
ENSG00000196743.8,GM2A,0.5106173684220251,NA,0.6096190116175946,0.03378681336628567,NA,NA,NA,2,2,2,0.1345872995883741,0.290740344157427
ENSG00000130518.16,KIAA1683,0.5105359643656472,NA,0.6096760251976154,0.2059309637527104,NA,NA,NA,3,3,3,0.5960706665903218,0.34961421880311305
ENSG00000171262.11,FAM98B,-0.510418713092804,NA,0.6097581495304775,0.002150839309406758,NA,NA,NA,1,1,1,0.6097581495304775,0.23284529258583703
ENSG00000163795.13,ZNF513,-0.5103872355884156,NA,0.6097801976252553,0.0005363548687356447,NA,NA,NA,2,2,2,0.5221073937856588,0.0512861319381051
ENSG00000122133.16,PAEP,-0.5103459358215332,NA,0.6098091261602154,0.035775639132231966,NA,NA,NA,1,1,1,0.6098091261602154,0.297477882452911
ENSG00000135697.9,BCO1,0.5103055332955053,NA,0.6098374268103711,0.014156468358020438,NA,NA,NA,2,2,2,0.6066563288541869,0.21878835252847798
ENSG00000247596.8,TWF2,-0.5102903246879578,NA,0.6098480800944921,0.002531706398145219,NA,NA,NA,1,1,1,0.6098480800944921,0.11097742243472901
ENSG00000186439.12,TRDN,-0.5101812481880188,NA,0.6099244881277859,0.0004019775670453351,NA,NA,NA,1,1,1,0.6099244881277859,0.054432771743576
ENSG00000164303.10,ENPP6,0.5097272396087646,NA,0.6102425665841458,0.0009302810408564316,NA,NA,NA,1,1,1,0.6102425665841458,0.0911418211036409
ENSG00000111639.7,MRPL51,0.5096543979240857,NA,0.6102936063302666,0.023564116962311272,NA,NA,NA,2,2,2,0.5289804768204691,0.22367724898890498
ENSG00000184702.17,SEPT5,-0.5096089839935303,NA,0.6103254285670551,0.0011686466238570062,NA,NA,NA,1,1,1,0.6103254285670551,0.050387447149551
ENSG00000012124.16,CD22,0.509516716003418,NA,0.6103900844292334,0.1918463524199311,NA,NA,NA,1,1,1,0.6103900844292334,0.7778333237216779
ENSG00000068305.17,MEF2A,0.5093866045371048,NA,0.6104812638904723,0.0037559999655851152,NA,NA,NA,2,2,2,0.09950594860254165,0.0881961853074111
ENSG00000142677.3,IL22RA1,-0.509321146011051,NA,0.6105271381751853,0.03252749857613649,NA,NA,NA,2,2,2,0.6186034883887208,0.24265421591632802
ENSG00000162302.12,RPS6KA4,-0.5092986822128296,NA,0.6105428814833811,0.000648329564178025,NA,NA,NA,1,1,1,0.6105428814833811,0.0372435709800709
ENSG00000125734.15,GPR108,0.5090885370727768,NA,0.6106901662668354,0.11264569345345846,NA,NA,NA,2,2,2,0.4571077477604376,0.43677172187202096
ENSG00000105852.10,PON3,0.5089907991846125,NA,0.6107586733566008,0.002898228207634819,NA,NA,NA,2,2,2,0.22050973209735492,0.317283726834728
ENSG00000239282.7,GATSL3,-0.5088470334915195,NA,0.6108594487545693,0.009519001376860911,NA,NA,NA,2,2,2,0.4309261223566717,0.11857779474855899
ENSG00000157017.15,GHRL,-0.5087668299674988,NA,0.6109156722003485,0.01768555636908738,NA,NA,NA,1,1,1,0.6109156722003485,0.200835275417107
ENSG00000105552.14,BCAT2,0.5085803571366722,NA,0.6110464003251155,0.0036904185182900064,NA,NA,NA,2,2,2,0.666488614257493,0.15308591943793098
ENSG00000221983.7,UBA52,-0.5085458755493163,NA,0.6110705752493527,0.02665337358415106,NA,NA,NA,1,1,1,0.6110705752493526,0.226919782676642
ENSG00000188629.11,ZNF177,0.5085327843555564,NA,0.6110797535520336,0.046913029850918504,NA,NA,NA,3,3,3,0.2360444779281924,0.4574946205283111
ENSG00000010295.19,IFFO1,-0.5084734559059143,NA,0.6111213497964395,0.0013798562173343342,NA,NA,NA,1,1,1,0.6111213497964395,0.0579090126316509
ENSG00000111666.10,CHPT1,-0.5082896915822224,NA,0.6112501982353117,0.12140947135663613,NA,NA,NA,3,3,3,0.6476841642754916,0.346168676011189
ENSG00000254226.5,LINC01933,0.5079957246780396,NA,0.6114563414880942,0.041126767148841434,NA,NA,NA,1,1,1,0.6114563414880942,0.338120904088638
ENSG00000011114.14,BTBD7,-0.5077261282226029,NA,0.6116454221140137,0.003125472841581729,NA,NA,NA,2,2,2,0.6787509661198192,0.106666838371303
ENSG00000232859.9,LYRM9,0.5075381994247437,NA,0.6117772406956468,0.05088326154783648,NA,NA,NA,1,1,1,0.6117772406956468,0.36478541282129706
ENSG00000186716.20,BCR,-0.5074989795684814,NA,0.6118047521996287,9.426975178942993e-06,NA,NA,NA,1,1,1,0.6118047521996287,0.0146592716150378
ENSG00000100603.13,SNW1,0.5074467239109202,NA,0.6118414087618482,0.0005085307489133233,NA,NA,NA,2,2,2,0.6000482329835817,0.0639122660634168
ENSG00000272787.1,KB-226F1.2,0.5073307866891963,NA,0.6119227404594532,0.0611557914247055,NA,NA,NA,2,2,2,0.15396244152220753,0.7260417047451541
ENSG00000151846.8,PABPC3,0.5072683095932007,NA,0.611966571061793,9.251925246161783e-07,NA,NA,NA,1,1,1,0.611966571061793,0.00264004035662949
ENSG00000213020.9,ZNF611,0.5069422803770862,NA,0.6121953183275931,0.05352681585067644,NA,NA,NA,2,2,2,0.5475296905143916,0.22534589892586399
ENSG00000116748.21,AMPD1,-0.5068047642707824,NA,0.6122918131458377,1.7828351413189418e-06,NA,NA,NA,1,1,1,0.6122918131458377,0.00452033592164186
ENSG00000177663.13,IL17RA,0.5067687303081501,NA,0.6123170992282952,0.05321883630663258,NA,NA,NA,2,2,2,0.46682477087946916,0.309969231481764
ENSG00000143198.12,MGST3,-0.506612970222859,NA,0.6124264059341864,0.03421632384455624,NA,NA,NA,2,2,2,0.580538793746417,0.39790374857704797
ENSG00000197020.10,ZNF100,0.5065638309423934,NA,0.6124608918660196,0.7049487657764304,NA,NA,NA,3,3,3,0.27566219605400355,0.9181521457038879
ENSG00000130303.12,BST2,-0.5064129608772844,NA,0.6125667777946296,0.0027579187581398324,NA,NA,NA,3,3,3,0.34308754409494546,0.24897695462132302
ENSG00000166311.9,SMPD1,-0.5062788077261233,NA,0.6126609379992396,0.0012785916917779324,NA,NA,NA,2,3,3,0.5823093493277017,0.0516220172384431
ENSG00000226516.7,FAM138B,-0.5059864521026611,NA,0.6128661604414856,0.007158805435641624,NA,NA,NA,1,1,1,0.6128661604414856,0.12200894908284302
ENSG00000186654.20,PRR5,-0.5058090219750788,NA,0.6129907243954158,0.01175783517712692,NA,NA,NA,2,2,2,0.5163074086097076,0.306975979494145
ENSG00000102796.10,DHRS12,-0.5058032274246216,NA,0.6129947926197756,0.0007018878837244073,NA,NA,NA,1,1,1,0.6129947926197756,0.052244005114781
ENSG00000183032.11,SLC25A21,-0.5056784749031067,NA,0.6130823814682725,0.0241812972831659,NA,NA,NA,1,1,1,0.6130823814682725,0.24316461207745899
ENSG00000112761.20,WISP3,-0.5055181102411203,NA,0.613194981746787,0.006461040840800701,NA,NA,NA,2,2,2,0.3442581129133593,0.13504587643493798
ENSG00000137491.14,SLCO2B1,-0.5052144733589009,NA,0.6134082058245748,0.001104528114525823,NA,NA,NA,2,2,2,0.39848701722236035,0.0669785692588088
ENSG00000231861.2,OR5K2,-0.5049991607666016,NA,0.6135594254249535,0.03182116815503558,NA,NA,NA,1,1,1,0.6135594254249535,0.391876894008971
ENSG00000156096.13,UGT2B4,0.5049909353256226,NA,0.6135652026909382,0.08693616308573124,NA,NA,NA,1,1,1,0.6135652026909382,0.49130628812775895
ENSG00000197948.10,FCHSD1,-0.5049817702220933,NA,0.6135716399717484,0.008453422012314771,NA,NA,NA,2,2,2,0.6165718696866673,0.14163845459033803
ENSG00000274979.1,RP11-1143G9.5,-0.5048068165779114,NA,0.6136945276276193,1.3462434536250794e-05,NA,NA,NA,1,1,1,0.6136945276276193,0.0129300950569334
ENSG00000143199.17,ADCY10,0.5046455334331904,NA,0.613807822722499,0.0021532509802296013,NA,NA,NA,2,2,2,0.6035711803802057,0.069591020026344
ENSG00000164405.10,UQCRQ,0.5045774532945118,NA,0.613855649122526,0.0020689520170101582,NA,NA,NA,2,2,2,0.34231469964477657,0.0402617164716918
ENSG00000197056.9,ZMYM1,0.5045645865671496,NA,0.6138646882024898,0.018557172743522882,NA,NA,NA,2,2,2,0.19365802869652482,0.4980679536697129
ENSG00000214706.10,IFRD2,-0.5044813752174377,NA,0.6139231469118046,0.000161453721559157,NA,NA,NA,1,1,1,0.6139231469118046,0.0196012037216823
ENSG00000176531.10,PHLDB3,-0.5044371032783452,NA,0.6139542504049464,0.02819229058524436,NA,NA,NA,4,4,4,0.007174161861070319,0.161629524305727
ENSG00000240654.6,C1QTNF9,-0.5044088213829203,NA,0.6139741203689936,0.051069768243017254,NA,NA,NA,2,2,2,0.08960255571742007,0.419534727747137
ENSG00000134758.13,RNF138,-0.5043293833732605,NA,0.6140299325150091,0.0022281684758492346,NA,NA,NA,1,1,1,0.6140299325150091,0.067764814459038
ENSG00000139174.11,PRICKLE1,-0.504167377948761,NA,0.6141437624175412,1.3378216249717058e-06,NA,NA,NA,1,1,1,0.6141437624175412,0.00233768067343847
ENSG00000232774.7,FLJ22447,0.504037685746787,NA,0.6142348947753753,0.023740030690439284,NA,NA,NA,2,2,2,0.3631919324360606,0.21142255562591697
ENSG00000251409.1,AC008592.4,-0.5040060531538924,NA,0.6142571233283977,0.032593869615836525,NA,NA,NA,2,2,2,0.2607359614953605,0.41077098236421505
ENSG00000077458.12,FAM76B,0.5038347840309143,NA,0.6143774820812913,0.0010502896513239763,NA,NA,NA,1,1,1,0.6143774820812913,0.17217717617471198
ENSG00000159792.9,PSKH1,-0.5038217306137085,NA,0.6143866557487313,0.00035531084138554024,NA,NA,NA,1,1,1,0.6143866557487313,0.0363388189413858
ENSG00000267279.1,RP11-879F14.2,-0.5036835074424744,NA,0.6144837997918828,0.06632012679801871,NA,NA,NA,1,1,1,0.6144837997918828,0.39164778671138106
ENSG00000272255.1,CTD-3224K15.3,0.5036232471466064,NA,0.6145261531930404,7.394086726685436e-05,NA,NA,NA,1,1,1,0.6145261531930404,0.0234550685588019
ENSG00000248491.5,RP11-125O18.1,0.503615025269344,NA,0.6145319319643887,0.0036238057407716436,NA,NA,NA,2,2,2,0.6145288343615976,0.0844878871561215
ENSG00000136937.12,NCBP1,-0.503495089789007,NA,0.6146162317003825,0.00048633640273011003,NA,NA,NA,2,2,2,0.5928624081964002,0.0334527511868573
ENSG00000139636.15,LMBR1L,-0.5034342163507775,NA,0.6146590201092264,0.0023339749374304873,NA,NA,NA,2,2,2,0.6122323797670146,0.0722500707950903
ENSG00000174405.13,LIG4,0.5032384395599365,NA,0.6147966420140253,0.01564598287704039,NA,NA,NA,1,1,1,0.6147966420140253,0.308225484044117
ENSG00000179218.13,CALR,-0.5030357241630554,NA,0.6149391557223765,0.005063747456577515,NA,NA,NA,1,1,1,0.6149391557223765,0.10195733136280499
ENSG00000183098.10,GPC6,-0.5028699493451598,NA,0.6150557101340837,0.03848111432256914,NA,NA,NA,3,3,3,0.3325899574641158,0.30214586734500104
ENSG00000164221.12,CCDC112,0.5028212974738421,NA,0.6150899185625329,0.0046958755159283334,NA,NA,NA,2,2,2,0.46159613228321406,0.220354074353115
ENSG00000160213.6,CSTB,0.5027893185615538,NA,0.6151124042445761,0.010280520317694285,NA,NA,NA,1,1,1,0.6151124042445759,0.14868040744677802
ENSG00000214279.13,SCART1,0.5026938196652537,NA,0.6151795555789805,0.1717992927588424,NA,NA,NA,4,4,4,0.1157213407078988,0.5147955118990379
ENSG00000203279.3,RP11-498P14.5,-0.502684260802263,NA,0.6151862771996582,0.28319380893910606,NA,NA,NA,2,2,2,0.45101859581004067,0.47072295395312197
ENSG00000179403.11,VWA1,-0.5026719771642648,NA,0.6151949148805758,0.01047075000043954,NA,NA,NA,2,2,2,0.6510423485290908,0.297508428723946
ENSG00000212719.10,C17orf51,0.5026237368583679,NA,0.6152288372990165,0.028162965739179698,NA,NA,NA,1,2,2,0.6152288372990165,0.23493864090098898
ENSG00000165816.12,VWA2,-0.5026128600654062,NA,0.615236485936336,0.00014804697526110293,NA,NA,NA,2,2,2,0.24967656713648678,0.0278399268854668
ENSG00000260102.1,LINC01070,0.5025390386581421,NA,0.6152883987741142,1.901725817948763e-10,NA,NA,NA,1,2,2,0.6152883987741142,3.21937970854957e-05
ENSG00000248144.5,ADH1C,0.5024901930557559,NA,0.6153227491351577,0.12001746866389167,NA,NA,NA,3,4,4,0.5233210448734256,0.6070427249095289
ENSG00000100473.15,COCH,-0.5024628639221193,NA,0.6153419685434272,0.024245503988566466,NA,NA,NA,1,1,1,0.6153419685434274,0.32247720628869203
ENSG00000087245.12,MMP2,0.502264678478241,NA,0.6154813517671052,2.4289619856224667e-06,NA,NA,NA,1,1,1,0.6154813517671052,0.00915285057302586
ENSG00000270030.1,RP11-326C3.13,0.5020636983677566,NA,0.6156227146413178,0.1629426980585258,NA,NA,NA,2,2,2,0.06200550775372616,0.580156525029241
ENSG00000136925.14,TSTD2,-0.5019453167915344,NA,0.6157059870685042,0.006341017086706709,NA,NA,NA,1,1,1,0.6157059870685042,0.12086598699153399
ENSG00000225643.1,RP11-70P17.1,-0.5018902420997619,NA,0.6157447296082574,0.0027939977529091,NA,NA,NA,1,1,1,0.6157447296082574,0.0745718568280204
ENSG00000164741.14,DLC1,-0.5018733739852906,NA,0.6157565957735169,2.4100067405163683e-07,NA,NA,NA,1,1,1,0.6157565957735169,0.00112169880523378
ENSG00000135002.11,RFK,0.5017317986408822,NA,0.6158561933442044,0.008254828114880543,NA,NA,NA,3,3,3,0.014922414127691977,0.173424876223523
ENSG00000103194.15,USP10,-0.5016592144966125,NA,0.6159072586825108,0.0018799896283512934,NA,NA,NA,1,2,2,0.6159072586825108,0.10439639453831802
ENSG00000075292.18,ZNF638,-0.5016095638275146,NA,0.6159421906360242,0.0012180931618195113,NA,NA,NA,1,1,1,0.6159421906360242,0.0724408230154023
ENSG00000167371.17,PRRT2,-0.5015532970428467,NA,0.6159817784392808,0.0001740355705352809,NA,NA,NA,1,1,1,0.6159817784392808,0.0262772133623384
ENSG00000211584.13,SLC48A1,0.5013895630836487,NA,0.6160969836246986,0.007463031550751206,NA,NA,NA,1,1,1,0.6160969836246986,0.16516272752434197
ENSG00000116690.12,PRG4,-0.5013176798820496,NA,0.6161475644987728,0.01628795625255278,NA,NA,NA,1,1,1,0.6161475644987728,0.21479771794636499
